[QUOTE_DATETIME],[QUOTE_DATE],[QUOTE_TIME],[SYMBOL],[UNDERLYING_LAST],[EXPIRE_DATE],[EXPIRY_TYPE],[DTE],[STRIKE],[STRIKE_DISTANCE],[STRIKE_DISTANCE_PCT],[C_DELTA],[C_GAMMA],[C_VEGA],[C_THETA],[C_RHO],[C_IV],[C_VOLUME],[C_LAST],[C_SIZE],[C_BID],[C_ASK],[P_DELTA],[P_GAMMA],[P_VEGA],[P_THETA],[P_RHO],[P_IV],[P_VOLUME],[P_LAST],[P_SIZE],[P_BID],[P_ASK]
2023-10-02 09:30:00,2023-10-02,09:30:00,SPX,4308.27,2023-10-03,Daily,0.6,4325.0,16.73,0.004,0.47525,0.00098,33.76342,-1.77026,0.0,0.23507,192,2153.91,6 x 20,1997.17,2322.95,-0.52475,0.00098,33.76342,-1.88804,-0.6428,0.23787,178,2144.58,6 x 11,1997.69,2302.28
2023-10-02 09:30:00,2023-10-02,09:30:00,SPX,4308.27,2023-10-03,Daily,0.6,4330.0,21.73,0.005,0.46787,0.00091,33.76342,-1.91505,0.0,0.2543,173,2154.0,6 x 10,1995.88,2324.64,-0.53213,0.00091,33.76342,-2.03296,-0.83546,0.25902,221,2149.64,5 x 4,2003.78,2306.12
2023-10-02 09:30:00,2023-10-02,09:30:00,SPX,4308.27,2023-10-03,Daily,0.6,4335.0,26.73,0.006,0.4605,0.00084,33.76342,-2.09748,0.0,0.27852,222,2154.16,1 x 14,1994.67,2326.4,-0.5395,0.00084,33.76342,-2.21554,-1.02819,0.28567,197,2154.78,4 x 9,2009.94,2310.04
2023-10-02 09:30:00,2023-10-02,09:30:00,SPX,4308.27,2023-10-03,Daily,0.6,4340.0,31.73,0.007,0.45316,0.00076,33.76342,-2.31758,0.0,0.30775,180,2154.4,2 x 19,1993.54,2328.24,-0.54684,0.00076,33.76342,-2.43577,-1.22091,0.31781,183,2159.98,8 x 3,2016.18,2314.04
2023-10-02 09:30:00,2023-10-02,09:30:00,SPX,4308.27,2023-10-03,Daily,0.6,4345.0,36.73,0.009,0.44583,0.00069,33.76342,-2.57532,0.0,0.34198,192,2154.71,3 x 12,1992.47,2330.15,-0.55417,0.00069,33.76342,-2.69365,-1.41355,0.35546,171,2165.26,6 x 5,2022.5,2318.11
2023-10-02 09:30:00,2023-10-02,09:30:00,SPX,4308.27,2023-10-03,Daily,0.6,4350.0,41.73,0.01,0.43852,0.00063,33.76342,-2.87072,0.0,0.3812,195,2155.09,7 x 12,1991.48,2332.14,-0.56148,0.00063,33.76342,-2.98918,-1.60601,0.39861,201,2170.62,3 x 16,2028.88,2322.25
2023-10-02 09:30:00,2023-10-02,09:30:00,SPX,4308.27,2023-10-06,Weekly,3.6,4200.0,-108.27,-0.025,0.56572,6e-05,81.90443,-4.31404,9.59553,1.38966,152,2171.02,3 x 19,2020.62,2332.62,-0.43428,6e-05,81.90443,-4.42503,-0.0,1.50689,112,1914.07,2 x 9,1759.94,2081.7
2023-10-02 09:30:00,2023-10-02,09:30:00,SPX,4308.27,2023-10-06,Weekly,3.6,4210.0,-98.27,-0.023,0.55971,7e-05,81.90443,-3.67283,8.73894,1.18311,118,2168.9,5 x 2,2017.52,2331.65,-0.44029,7e-05,81.90443,-3.78409,-0.0,1.27969,127,1921.6,2 x 11,1767.83,2088.73
2023-10-02 09:30:00,2023-10-02,09:30:00,SPX,4308.27,2023-10-06,Weekly,3.6,4220.0,-88.27,-0.02,0.55368,8e-05,81.90443,-3.09372,7.87559,0.99656,122,2166.89,1 x 19,2014.52,2330.8,-0.44632,8e-05,81.90443,-3.20524,-0.0,1.07448,126,1929.23,8 x 19,1775.84,2095.87
2023-10-02 09:30:00,2023-10-02,09:30:00,SPX,4308.27,2023-10-06,Weekly,3.6,4230.0,-78.27,-0.018,0.54764,0.0001,81.90443,-2.57669,7.00573,0.83001,139,2165.0,2 x 11,2011.63,2330.07,-0.45236,0.0001,81.90443,-2.68847,-0.0,0.89128,122,1936.98,5 x 18,1783.97,2103.12
2023-10-02 09:30:00,2023-10-02,09:30:00,SPX,4308.27,2023-10-06,Weekly,3.6,4240.0,-68.27,-0.016,0.54158,0.00013,81.90443,-2.12174,6.1296,0.68347,145,2163.22,1 x 13,2008.84,2329.46,-0.45842,0.00013,81.90443,-2.23379,-0.0,0.73008,143,1944.85,3 x 12,1792.21,2110.48
2023-10-02 09:30:00,2023-10-02,09:30:00,SPX,4308.27,2023-10-06,Weekly,3.6,4250.0,-58.27,-0.014,0.53551,0.00016,81.90443,-1.72889,5.24743,0.55692,164,2161.55,2 x 19,2006.16,2328.97,-0.46449,0.00016,81.90443,-1.8412,-0.0,0.59088,150,1952.83,9 x 15,1800.57,2117.95
2023-10-02 09:30:00,2023-10-02,09:30:00,SPX,4308.27,2023-10-06,Weekly,3.6,4260.0,-48.27,-0.011,0.52944,0.0002,81.90443,-1.39812,4.35949,0.45037,117,2160.0,7 x 11,2003.59,2328.61,-0.47056,0.0002,81.90443,-1.5107,-0.0,0.47367,128,1960.92,3 x 18,1809.05,2125.54
2023-10-02 09:30:00,2023-10-02,09:30:00,SPX,4308.27,2023-10-06,Weekly,3.6,4270.0,-38.27,-0.009,0.52335,0.00024,81.90443,-1.12944,3.46602,0.36382,119,2158.56,9 x 8,2001.13,2328.38,-0.47665,0.00024,81.90443,-1.24229,-0.0,0.37847,151,1969.13,2 x 10,1817.64,2133.24
2023-10-02 09:30:00,2023-10-02,09:30:00,SPX,4308.27,2023-10-06,Weekly,3.6,4280.0,-28.27,-0.007,0.51725,0.0003,81.90443,-0.92285,2.56728,0.29727,121,2157.24,7 x 3,1998.77,2328.27,-0.48275,0.0003,81.90443,-1.03596,-0.0,0.30527,142,1977.45,8 x 10,1826.35,2141.05
2023-10-02 09:30:00,2023-10-02,09:30:00,SPX,4308.27,2023-10-06,Weekly,3.6,4290.0,-18.27,-0.004,0.51115,0.00036,81.90443,-0.77835,1.66355,0.25072,128,2156.03,2 x 4,1996.53,2328.28,-0.48885,0.00036,81.90443,-0.89172,-0.0,0.25406,140,1985.9,10 x 16,1835.19,2148.98
2023-10-02 09:30:00,2023-10-02,09:30:00,SPX,4308.27,2023-10-06,Weekly,3.6,4300.0,-8.27,-0.002,0.50505,0.00041,81.90443,-0.69593,0.75507,0.22418,128,2154.95,3 x 7,1994.4,2328.42,-0.49495,0.00041,81.90443,-0.80957,-0.0,0.22486,114,1994.45,6 x 18,1844.13,2157.03
2023-10-02 09:30:00,2023-10-02,09:30:00,SPX,4308.27,2023-10-06,Weekly,3.6,4310.0,1.73,0.0,0.49895,0.00042,81.90443,-0.6756,0.0,0.21763,117,2153.98,1 x 18,1992.37,2328.69,-0.50105,0.00042,81.90443,-0.78951,-0.15788,0.21766,150,2003.13,9 x 10,1853.2,2165.19
2023-10-02 09:30:00,2023-10-02,09:30:00,SPX,4308.27,2023-10-06,Weekly,3.6,4320.0,11.73,0.003,0.49284,0.0004,81.90443,-0.71736,0.0,0.23108,112,2153.13,2 x 1,1990.46,2329.09,-0.50716,0.0004,81.90443,-0.83153,-1.07502,0.23246,148,2011.92,1 x 2,1862.39,2173.46
2023-10-02 09:30:00,2023-10-02,09:30:00,SPX,4308.27,2023-10-06,Weekly,3.6,4330.0,21.73,0.005,0.48674,0.00035,81.90443,-0.82121,0.0,0.26453,133,2152.39,8 x 20,1988.66,2329.61,-0.51326,0.00035,81.90443,-0.93564,-1.99609,0.26925,148,2020.84,3 x 2,1871.7,2181.86
2023-10-02 09:30:00,2023-10-02,09:30:00,SPX,4308.27,2023-10-06,Weekly,3.6,4340.0,31.73,0.007,0.48064,0.0003,81.90443,-0.98715,0.0,0.31798,146,2151.78,3 x 20,1986.97,2330.25,-0.51936,0.0003,81.90443,-1.10184,-2.9208,0.32805,137,2029.87,10 x 8,1881.12,2190.37
2023-10-02 09:30:00,2023-10-02,09:30:00,SPX,4308.27,2023-10-06,Weekly,3.6,4350.0,41.73,0.01,0.47455,0.00024,81.90443,-1.21517,0.0,0.39144,160,2151.28,9 x 6,1985.4,2331.02,-0.52545,0.00024,81.90443,-1.33013,-3.84888,0.40885,138,2039.02,8 x 8,1890.67,2199.0
2023-10-02 09:30:00,2023-10-02,09:30:00,SPX,4308.27,2023-10-06,Weekly,3.6,4360.0,51.73,0.012,0.46846,0.0002,81.90443,-1.50528,0.0,0.48489,145,2150.9,4 x 12,1983.93,2331.92,-0.53154,0.0002,81.90443,-1.62051,-4.78006,0.51164,128,2048.28,6 x 15,1900.34,2207.75
2023-10-02 09:30:00,2023-10-02,09:30:00,SPX,4308.27,2023-10-06,Weekly,3.6,4370.0,61.73,0.014,0.46239,0.00016,81.90443,-1.85748,0.0,0.59834,156,2150.64,4 x 17,1982.58,2332.95,-0.53761,0.00016,81.90443,-1.97297,-5.71404,0.63644,149,2057.67,1 x 19,1910.12,2216.62
2023-10-02 09:30:00,2023-10-02,09:30:00,SPX,4308.27,2023-10-06,Weekly,3.6,4380.0,71.73,0.017,0.45633,0.00013,81.90443,-2.27177,0.0,0.73179,127,2150.5,5 x 3,1981.34,2334.1,-0.54367,0.00013,81.90443,-2.38752,-6.65054,0.78324,128,2067.17,1 x 8,1920.02,2225.6
2023-10-02 09:30:00,2023-10-02,09:30:00,SPX,4308.27,2023-10-06,Weekly,3.6,4390.0,81.73,0.019,0.45027,0.00011,81.90443,-2.74814,0.0,0.88524,149,2150.47,5 x 6,1980.22,2335.37,-0.54973,0.00011,81.90443,-2.86416,-7.58929,0.95204,116,2076.79,3 x 15,1930.04,2234.7
2023-10-02 09:30:00,2023-10-02,09:30:00,SPX,4308.27,2023-10-06,Weekly,3.6,4400.0,91.73,0.021,0.44424,9e-05,81.90443,-3.2866,0.0,1.0587,157,2150.57,5 x 18,1979.2,2336.77,-0.55576,9e-05,81.90443,-3.40289,-8.53001,1.14283,124,2086.53,3 x 20,1940.18,2243.92
2023-10-02 09:30:00,2023-10-02,09:30:00,SPX,4308.27,2023-10-21,Monthly,18.6,4100.0,-208.27,-0.048,0.55579,1e-05,185.87677,-6.26119,35.33174,4.57718,24,2204.59,4 x 18,2003.39,2425.99,-0.44421,1e-05,185.87677,-6.35445,-0.0,5.01096,26,1300.29,7 x 3,1169.77,1445.39
2023-10-02 09:30:00,2023-10-02,09:30:00,SPX,4308.27,2023-10-21,Monthly,18.6,4125.0,-183.27,-0.043,0.54914,1e-05,185.87677,-4.92218,31.3097,3.59831,27,2197.55,7 x 8,1995.79,2419.71,-0.45086,1e-05,185.87677,-5.01601,-0.0,3.93421,28,1314.02,8 x 12,1182.82,1459.77
2023-10-02 09:30:00,2023-10-02,09:30:00,SPX,4308.27,2023-10-21,Monthly,18.6,4150.0,-158.27,-0.037,0.54247,1e-05,185.87677,-3.75416,27.22502,2.74444,25,2190.78,6 x 5,1988.44,2413.71,-0.45753,1e-05,185.87677,-3.84856,-0.0,2.99495,27,1328.0,9 x 10,1196.12,1474.42
2023-10-02 09:30:00,2023-10-02,09:30:00,SPX,4308.27,2023-10-21,Monthly,18.6,4175.0,-133.27,-0.031,0.53579,2e-05,185.87677,-2.75713,23.079,2.01557,32,2184.27,6 x 11,1981.33,2408.0,-0.46421,2e-05,185.87677,-2.85209,-0.0,2.19319,27,1342.25,9 x 13,1209.68,1489.34
2023-10-02 09:30:00,2023-10-02,09:30:00,SPX,4308.27,2023-10-21,Monthly,18.6,4200.0,-108.27,-0.025,0.52909,3e-05,185.87677,-1.93109,18.87301,1.4117,32,2178.03,7 x 9,1974.47,2402.58,-0.47091,3e-05,185.87677,-2.02662,-0.0,1.52893,28,1356.76,4 x 18,1223.5,1504.53
2023-10-02 09:30:00,2023-10-02,09:30:00,SPX,4308.27,2023-10-21,Monthly,18.6,4225.0,-83.27,-0.019,0.52239,4e-05,185.87677,-1.27603,14.60845,0.93283,26,2172.06,1 x 3,1967.86,2397.45,-0.47761,4e-05,185.87677,-1.37214,-0.0,1.00218,28,1371.54,2 x 7,1237.58,1520.01
2023-10-02 09:30:00,2023-10-02,09:30:00,SPX,4308.27,2023-10-21,Monthly,18.6,4250.0,-58.27,-0.014,0.51567,7e-05,185.87677,-0.79197,10.28679,0.57896,31,2166.36,4 x 13,1961.5,2392.61,-0.48433,7e-05,185.87677,-0.88864,-0.0,0.61292,33,1386.6,7 x 17,1251.92,1535.76
2023-10-02 09:30:00,2023-10-02,09:30:00,SPX,4308.27,2023-10-21,Monthly,18.6,4275.0,-33.27,-0.008,0.50895,0.00011,185.87677,-0.47889,5.90954,0.35009,25,2160.93,6 x 8,1955.39,2388.07,-0.49105,0.00011,185.87677,-0.57613,-0.0,0.36116,31,1401.93,6 x 1,1266.53,1551.8
2023-10-02 09:30:00,2023-10-02,09:30:00,SPX,4308.27,2023-10-21,Monthly,18.6,4300.0,-8.27,-0.002,0.50223,0.00016,185.87677,-0.33681,1.47823,0.24622,31,2155.78,7 x 8,1949.55,2383.83,-0.49777,0.00016,185.87677,-0.43462,-0.0,0.24691,29,1417.53,10 x 14,1281.41,1568.12
2023-10-02 09:30:00,2023-10-02,09:30:00,SPX,4308.27,2023-10-21,Monthly,18.6,4325.0,16.73,0.004,0.4955,0.00015,185.87677,-0.36571,0.0,0.26735,33,2150.91,8 x 9,1943.96,2379.89,-0.5045,0.00015,185.87677,-0.46409,-3.00555,0.27015,29,1433.42,6 x 10,1296.56,1584.73
2023-10-02 09:30:00,2023-10-02,09:30:00,SPX,4308.27,2023-10-21,Monthly,18.6,4350.0,41.73,0.01,0.48878,0.0001,185.87677,-0.5656,0.0,0.41348,34,2146.32,7 x 4,1938.63,2376.25,-0.51122,0.0001,185.87677,-0.66455,-7.54016,0.43089,28,1449.58,8 x 20,1311.98,1601.62
2023-10-02 09:30:00,2023-10-02,09:30:00,SPX,4308.27,2023-10-21,Monthly,18.6,4375.0,66.73,0.015,0.48206,6e-05,185.87677,-0.93649,0.0,0.68461,33,2142.01,8 x 20,1933.57,2372.92,-0.51794,6e-05,185.87677,-1.036,-12.12396,0.72913,26,1466.03,8 x 11,1327.67,1618.81
2023-10-02 09:30:00,2023-10-02,09:30:00,SPX,4308.27,2023-10-21,Monthly,18.6,4400.0,91.73,0.021,0.47535,4e-05,185.87677,-1.47836,0.0,1.08074,24,2137.98,6 x 18,1928.77,2369.9,-0.52465,4e-05,185.87677,-1.57844,-16.75525,1.16488,32,1482.76,10 x 2,1343.64,1636.29
2023-10-02 09:30:00,2023-10-02,09:30:00,SPX,4308.27,2023-10-21,Monthly,18.6,4425.0,116.73,0.027,0.46864,3e-05,185.87677,-2.19122,0.0,1.60187,35,2134.24,3 x 3,1924.23,2367.18,-0.53136,3e-05,185.87677,-2.29187,-21.43229,1.73812,31,1499.78,3 x 11,1359.88,1654.06
2023-10-02 09:30:00,2023-10-02,09:30:00,SPX,4308.27,2023-10-21,Monthly,18.6,4450.0,141.73,0.033,0.46195,2e-05,185.87677,-3.07507,0.0,2.248,30,2130.79,7 x 10,1919.95,2364.77,-0.53805,2e-05,185.87677,-3.17629,-26.15334,2.44886,23,1517.07,10 x 7,1376.4,1672.12
2023-10-02 09:30:00,2023-10-02,09:30:00,SPX,4308.27,2023-10-21,Monthly,18.6,4475.0,166.73,0.039,0.45527,1e-05,185.87677,-4.12991,0.0,3.01913,29,2127.61,6 x 8,1915.94,2362.67,-0.54473,1e-05,185.87677,-4.2317,-30.91662,3.2971,32,1534.66,5 x 3,1393.2,1690.48
2023-10-02 09:30:00,2023-10-02,09:30:00,SPX,4308.27,2023-10-21,Monthly,18.6,4500.0,191.73,0.045,0.44861,1e-05,185.87677,-5.35574,0.0,3.91526,24,2124.73,9 x 11,1912.2,2360.89,-0.55139,1e-05,185.87677,-5.45809,-35.72032,4.28285,32,1552.53,1 x 4,1410.28,1709.13
2023-10-02 09:31:00,2023-10-02,09:31:00,SPX,4296.29,2023-10-03,Daily,0.6,4250.0,-46.29,-0.011,0.56835,0.00048,33.65044,-3.166,1.74238,0.42135,159,2153.06,10 x 5,2013.76,2301.98,-0.43165,0.00048,33.65044,-3.28174,-0.0,0.44277,180,2081.2,4 x 5,1921.98,2253.6
2023-10-02 09:31:00,2023-10-02,09:31:00,SPX,4296.29,2023-10-03,Daily,0.6,4255.0,-41.29,-0.01,0.56104,0.00054,33.65044,-2.83698,1.55798,0.37756,213,2152.23,8 x 3,2011.61,2302.67,-0.43896,0.00054,33.65044,-2.95286,-0.0,0.3946,183,2085.34,2 x 16,1927.1,2256.57
2023-10-02 09:31:00,2023-10-02,09:31:00,SPX,4296.29,2023-10-03,Daily,0.6,4260.0,-36.29,-0.008,0.55371,0.00061,33.65044,-2.54553,1.37247,0.33877,207,2151.47,4 x 8,2009.53,2303.44,-0.44629,0.00061,33.65044,-2.66154,-0.0,0.35194,205,2089.55,5 x 1,1932.31,2259.59
2023-10-02 09:31:00,2023-10-02,09:31:00,SPX,4296.29,2023-10-03,Daily,0.6,4265.0,-31.29,-0.007,0.54636,0.00068,33.65044,-2.29165,1.18593,0.30498,155,2150.78,8 x 16,2007.51,2304.29,-0.45364,0.00068,33.65044,-2.4078,-0.0,0.31477,175,2093.84,2 x 16,1937.59,2262.69
2023-10-02 09:31:00,2023-10-02,09:31:00,SPX,4296.29,2023-10-03,Daily,0.6,4270.0,-26.29,-0.006,0.53898,0.00076,33.65044,-2.07534,0.99842,0.2762,193,2150.17,6 x 3,2005.55,2305.21,-0.46102,0.00076,33.65044,-2.19162,-0.0,0.28311,183,2098.19,4 x 14,1942.94,2265.85
2023-10-02 09:31:00,2023-10-02,09:31:00,SPX,4296.29,2023-10-03,Daily,0.6,4275.0,-21.29,-0.005,0.53159,0.00084,33.65044,-1.8966,0.81003,0.25241,177,2149.63,6 x 19,2003.67,2306.22,-0.46841,0.00084,33.65044,-2.01302,-0.0,0.25694,160,2102.62,10 x 8,1948.38,2269.07
2023-10-02 09:31:00,2023-10-02,09:31:00,SPX,4296.29,2023-10-03,Daily,0.6,4280.0,-16.29,-0.004,0.52418,0.00092,33.65044,-1.75543,0.62084,0.23362,183,2149.16,4 x 12,2001.85,2307.31,-0.47582,0.00092,33.65044,-1.87198,-0.0,0.23627,150,2107.12,3 x 4,1953.89,2272.37
2023-10-02 09:31:00,2023-10-02,09:31:00,SPX,4296.29,2023-10-03,Daily,0.6,4285.0,-11.29,-0.003,0.51677,0.00099,33.65044,-1.65183,0.43093,0.21983,166,2148.77,6 x 4,2000.1,2308.48,-0.48323,0.00099,33.65044,-1.76852,-0.0,0.22111,208,2111.7,4 x 20,1959.48,2275.74
2023-10-02 09:31:00,2023-10-02,09:31:00,SPX,4296.29,2023-10-03,Daily,0.6,4290.0,-6.29,-0.001,0.50934,0.00104,33.65044,-1.5858,0.24038,0.21104,150,2148.44,2 x 9,1998.42,2309.73,-0.49066,0.00104,33.65044,-1.70262,-0.0,0.21144,194,2116.35,9 x 11,1965.15,2279.18
2023-10-02 09:31:00,2023-10-02,09:31:00,SPX,4296.29,2023-10-03,Daily,0.6,4295.0,-1.29,-0.0,0.50191,0.00107,33.65044,-1.55734,0.04929,0.20726,190,2148.2,9 x 16,1996.81,2311.06,-0.49809,0.00107,33.65044,-1.6743,-0.0,0.20727,202,2121.07,6 x 10,1970.89,2282.69
2023-10-02 09:31:00,2023-10-02,09:31:00,SPX,4296.29,2023-10-03,Daily,0.6,4300.0,3.71,0.001,0.49448,0.00108,33.65044,-1.56645,0.0,0.20847,152,2148.02,6 x 11,1995.27,2312.47,-0.50552,0.00108,33.65044,-1.68355,-0.14227,0.20861,157,2125.86,5 x 7,1976.71,2286.27
2023-10-02 09:31:00,2023-10-02,09:31:00,SPX,4296.29,2023-10-03,Daily,0.6,4305.0,8.71,0.002,0.48706,0.00106,33.65044,-1.61313,0.0,0.21468,195,2147.92,10 x 15,1993.8,2313.96,-0.51294,0.00106,33.65044,-1.73036,-0.33422,0.21544,221,2130.73,7 x 5,1982.61,2289.92
2023-10-02 09:31:00,2023-10-02,09:31:00,SPX,4296.29,2023-10-03,Daily,0.6,4310.0,13.71,0.003,0.47964,0.00101,33.65044,-1.69738,0.0,0.22589,174,2147.89,1 x 12,1992.4,2315.52,-0.52036,0.00101,33.65044,-1.81475,-0.52646,0.22777,188,2135.68,7 x 10,1988.58,2293.65
2023-10-02 09:31:00,2023-10-02,09:31:00,SPX,4296.29,2023-10-03,Daily,0.6,4315.0,18.71,0.004,0.47222,0.00095,33.65044,-1.8192,0.0,0.24211,178,2147.94,8 x 11,1991.08,2317.16,-0.52778,0.00095,33.65044,-1.93671,-0.71892,0.24561,215,2140.69,1 x 14,1994.63,2297.45
2023-10-02 09:31:00,2023-10-02,09:31:00,SPX,4296.29,2023-10-03,Daily,0.6,4320.0,23.71,0.006,0.46482,0.00088,33.65044,-1.97859,0.0,0.26332,151,2148.06,5 x 3,1989.83,2318.88,-0.53518,0.00088,33.65044,-2.09623,-0.9115,0.26894,189,2145.78,9 x 15,2000.75,2301.33
2023-10-02 09:31:00,2023-10-02,09:31:00,SPX,4296.29,2023-10-03,Daily,0.6,4325.0,28.71,0.007,0.45744,0.00081,33.65044,-2.17555,0.0,0.28953,151,2148.26,7 x 1,1988.65,2320.68,-0.54256,0.00081,33.65044,-2.29333,-1.10413,0.29778,163,2150.95,4 x 9,2006.95,2305.28
2023-10-02 09:31:00,2023-10-02,09:31:00,SPX,4296.29,2023-10-03,Daily,0.6,4330.0,33.71,0.008,0.45007,0.00074,33.65044,-2.41008,0.0,0.32074,212,2148.53,2 x 1,1987.54,2322.55,-0.54993,0.00074,33.65044,-2.528,-1.29671,0.33211,217,2156.19,4 x 18,2013.22,2309.3
2023-10-02 09:31:00,2023-10-02,09:31:00,SPX,4296.29,2023-10-03,Daily,0.6,4335.0,38.71,0.009,0.44273,0.00067,33.65044,-2.68218,0.0,0.35696,207,2148.87,6 x 4,1986.5,2324.5,-0.55727,0.00067,33.65044,-2.80024,-1.48917,0.37194,178,2161.5,7 x 12,2019.57,2313.41
